,Course,Daytime_evening_attendance,Admission_grade,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_grade,Status,Status_New,Status_0,Status_1,Status_2
920,8014,0,131.0,0,0,1,0,1,29,11.75,10.4,2,1,False,False,True
921,8014,0,97.0,0,0,1,0,1,35,10.833333333333334,11.5,2,1,False,False,True
922,9238,1,131.7,0,0,1,0,0,18,11.75,12.25,0,0,True,False,False
923,9500,1,120.0,0,0,0,0,1,39,11.5,10.5,0,0,True,False,False
924,9991,0,110.0,0,0,1,0,0,37,10.0,11.333333333333334,1,1,False,True,False
925,9500,1,133.0,0,0,1,0,1,26,13.7,13.7,2,1,False,False,True
926,9085,1,140.0,0,0,1,0,0,32,14.0,0.0,0,0,True,False,False
927,8014,0,100.0,0,1,1,0,0,37,11.375,12.166666666666666,1,1,False,True,False
928,9085,1,129.3,0,1,1,0,0,28,0.0,0.0,1,1,False,True,False
929,9238,1,137.0,0,0,1,0,0,19,0.0,0.0,0,0,True,False,False
930,9147,1,122.2,0,0,1,0,0,18,11.0,12.5,1,1,False,True,False
931,9853,1,108.0,0,0,1,0,1,19,13.0,13.285714285714286,2,1,False,False,True
932,9670,1,110.0,0,0,1,0,0,32,13.6,15.11111111111111,2,1,False,False,True
933,9147,1,127.7,0,0,1,0,0,31,11.0,11.5,0,0,True,False,False
934,9500,1,121.3,0,0,1,0,0,34,11.705714285714285,11.705714285714285,1,1,False,True,False
935,171,1,140.1,0,0,1,0,0,20,13.25,14.333333333333334,2,1,False,False,True
936,9500,1,114.8,0,0,1,0,0,28,10.75,10.0,0,0,True,False,False
937,9991,0,150.0,0,0,1,0,0,31,12.0,13.428571428571429,1,1,False,True,False
938,9773,1,131.7,0,0,1,0,0,18,12.666666666666666,12.25,1,1,False,True,False
939,8014,0,110.0,0,0,0,0,0,31,11.4,11.0,0,0,True,False,False
940,9773,1,105.5,0,0,1,0,0,19,13.0,12.4,2,1,False,False,True
941,9238,1,127.3,0,0,1,0,1,19,14.0,12.285714285714286,2,1,False,False,True
942,9238,1,130.0,0,0,1,0,0,31,0.0,0.0,1,1,False,True,False
943,9085,1,130.0,0,0,1,0,0,34,0.0,0.0,0,0,True,False,False
944,9556,1,122.7,0,0,1,0,1,18,15.285714285714286,16.075,2,1,False,False,True
945,9254,1,113.9,0,0,1,0,0,18,13.166666666666666,12.666666666666666,2,1,False,False,True
946,9147,1,151.1,0,1,1,1,0,19,13.6,12.833333333333334,2,1,False,False,True
947,9773,1,125.8,0,0,0,1,1,22,0.0,0.0,0,0,True,False,False
948,9670,1,128.2,0,0,1,1,0,32,11.4,11.5,2,1,False,False,True
949,9147,1,135.1,0,0,1,1,0,61,0.0,0.0,0,0,True,False,False
950,9991,0,120.2,0,0,1,1,0,30,11.0,11.6,2,1,False,False,True
951,9991,0,132.8,0,1,0,1,0,45,0.0,0.0,0,0,True,False,False
952,9003,1,140.0,0,0,1,1,0,20,13.571428571428571,12.666666666666666,2,1,False,False,True
953,9500,1,129.3,0,0,1,0,0,19,0.0,0.0,0,0,True,False,False
954,9119,1,108.2,0,0,1,1,0,26,11.25,12.0,0,0,True,False,False
955,9670,1,125.4,0,0,1,1,0,19,13.333333333333334,11.0,0,0,True,False,False
956,9773,1,140.2,0,0,1,1,1,19,12.0,11.666666666666666,2,1,False,False,True
957,9773,1,116.1,0,0,1,1,0,19,12.5,13.0,2,1,False,False,True
958,9147,1,137.8,0,0,1,1,1,19,13.2,12.666666666666666,2,1,False,False,True
959,9670,1,128.4,0,0,0,1,0,19,0.0,0.0,0,0,True,False,False
960,9670,1,106.0,0,0,0,1,0,28,11.666666666666666,11.5,0,0,True,False,False
961,9147,1,130.2,0,0,1,1,0,24,13.466666666666669,13.642857142857142,2,1,False,False,True
962,9130,1,126.0,0,0,1,1,0,18,13.666666666666666,13.2,2,1,False,False,True
963,9119,1,141.0,0,0,1,1,0,18,11.666666666666666,12.5,1,1,False,True,False
964,9773,1,113.0,0,0,1,1,1,18,11.666666666666666,10.2,2,1,False,False,True
965,9003,1,120.0,0,0,1,1,0,21,13.4,12.4,2,1,False,False,True
966,9991,0,130.9,0,0,0,1,0,28,0.0,0.0,0,0,True,False,False
967,9003,1,120.0,0,0,1,1,0,58,0.0,0.0,0,0,True,False,False
968,9991,0,134.1,0,0,0,1,0,49,0.0,0.0,0,0,True,False,False
969,9119,1,120.0,0,0,1,1,0,24,10.666666666666666,10.5,1,1,False,True,False
970,9670,1,114.8,0,0,1,1,0,25,13.75,14.75,2,1,False,False,True
971,9147,1,123.0,0,0,1,1,0,33,10.0,0.0,0,0,True,False,False
972,9119,1,118.0,0,0,0,1,0,33,0.0,0.0,0,0,True,False,False
973,9853,1,100.0,0,0,1,1,0,40,16.0,15.5,2,1,False,False,True
974,9991,0,151.1,0,0,1,1,0,48,12.285714285714286,11.125,2,1,False,False,True
975,9119,1,116.9,0,1,0,1,0,18,12.0,10.333333333333334,1,1,False,True,False
976,9500,1,106.0,0,0,1,1,0,24,12.666666666666666,12.666666666666666,2,1,False,False,True
977,9085,1,127.1,0,0,1,1,1,23,11.8,13.25,2,1,False,False,True
978,9991,0,155.5,0,1,0,1,0,39,10.6,14.666666666666666,0,0,True,False,False
979,9003,1,101.0,0,0,1,1,0,21,11.9,12.25,2,1,False,False,True
980,9119,1,128.2,0,0,1,1,0,34,11.25,10.5,0,0,True,False,False
981,9991,0,113.0,0,0,1,1,1,41,11.0,11.4,1,1,False,True,False
982,9773,1,122.8,0,0,1,1,0,18,12.0,12.5,2,1,False,False,True
983,9991,0,145.6,0,0,1,1,0,34,11.75,10.833333333333334,1,1,False,True,False
984,9147,1,116.5,0,0,1,1,0,19,10.0,16.0,0,0,True,False,False
985,9500,1,142.0,0,0,1,1,0,19,13.714285714285714,13.714285714285714,2,1,False,False,True
986,9003,1,150.0,0,0,1,1,0,28,14.875,15.8,2,1,False,False,True
987,9070,1,133.3,0,0,1,1,0,18,10.8,0.0,0,0,True,False,False
988,9238,1,115.8,0,0,1,1,0,19,12.0,10.0,0,0,True,False,False
989,9085,1,100.0,0,1,0,1,0,19,12.5,13.5,0,0,True,False,False
990,9500,1,128.6,0,0,1,0,0,18,14.728571428571428,16.327272727272728,2,1,False,False,True
991,9130,1,137.1,0,0,1,0,0,18,12.0,14.8,2,1,False,False,True
992,9773,1,149.0,0,0,1,0,0,18,11.428571428571429,11.0,0,0,True,False,False
993,9238,1,147.0,0,0,1,0,0,19,14.166666666666666,13.5,2,1,False,False,True
994,9238,1,150.0,0,0,1,0,0,31,12.5,14.6,2,1,False,False,True
995,8014,0,103.5,0,0,1,0,1,33,14.166666666666666,14.333333333333334,2,1,False,False,True
996,9500,1,107.8,0,0,1,0,1,20,14.46,13.55,1,1,False,True,False
997,9085,1,130.0,0,0,1,0,0,22,12.8,11.5,1,1,False,True,False
998,9254,1,109.4,0,0,1,0,0,19,12.666666666666666,13.4,2,1,False,False,True
999,9070,1,143.6,0,0,1,0,0,18,12.5,13.0,0,0,True,False,False
1000,9070,1,124.3,1,0,1,0,0,18,0.0,0.0,0,0,True,False,False
1001,9670,1,119.5,0,0,0,0,0,18,0.0,0.0,0,0,True,False,False
1002,171,1,175.6,0,0,1,0,0,18,0.0,0.0,2,1,False,False,True
1003,9147,1,116.1,0,0,1,0,1,19,11.2,11.0,2,1,False,False,True
1004,9238,1,126.6,0,0,1,0,0,18,16.5,17.428571428571427,0,0,True,False,False
1005,9085,1,130.8,0,0,1,0,0,18,13.666666666666666,12.0,2,1,False,False,True
1006,9500,1,133.5,0,0,1,0,1,18,15.228571428571428,15.228571428571428,2,1,False,False,True
1007,9238,1,136.9,0,0,1,0,0,21,12.77777777777778,13.22222222222222,2,1,False,False,True
1008,9500,1,142.3,0,0,1,0,1,18,14.428571428571429,14.428571428571429,2,1,False,False,True
1009,9670,1,114.3,0,0,1,0,0,18,13.875,13.714285714285714,2,1,False,False,True
1010,9500,1,122.9,0,0,1,0,0,18,13.128,13.193333333333332,2,1,False,False,True
1011,9500,1,117.2,0,0,1,0,0,20,11.605,12.4125,2,1,False,False,True
1012,9147,1,152.0,0,0,1,0,1,18,14.6,12.0,2,1,False,False,True
1013,9773,1,122.2,0,0,1,0,0,18,0.0,0.0,0,0,True,False,False
1014,9147,1,101.7,0,0,1,0,1,20,11.8,11.6,2,1,False,False,True
1015,9254,1,119.9,0,0,1,0,0,20,12.333333333333334,12.333333333333334,2,1,False,False,True
1016,9147,1,123.7,0,1,1,0,1,19,11.0,0.0,0,0,True,False,False
1017,9070,1,121.8,0,0,1,0,1,19,13.181818181818182,12.909090909090908,2,1,False,False,True
1018,9670,1,106.1,1,1,0,0,1,18,11.0,0.0,0,0,True,False,False
1019,9773,1,124.3,0,1,1,0,1,19,11.833333333333334,12.285714285714286,2,1,False,False,True
1020,9500,1,124.3,0,0,1,0,1,20,12.98125,12.98125,2,1,False,False,True
1021,9147,1,117.4,0,0,1,0,0,21,11.333333333333334,11.2,2,1,False,False,True
1022,9500,1,112.7,0,0,1,0,0,21,11.68,11.68,2,1,False,False,True
1023,9070,1,123.7,0,0,1,0,0,20,14.5,13.5,2,1,False,False,True
1024,9853,1,105.8,0,0,1,0,0,19,13.142857142857142,12.857142857142858,2,1,False,False,True
1025,9085,1,124.2,0,0,0,0,0,21,11.5,10.5,0,0,True,False,False
1026,9085,1,122.3,0,0,1,0,0,18,14.2,11.8,2,1,False,False,True
1027,9254,1,123.7,0,0,1,0,1,19,11.666666666666666,12.2,2,1,False,False,True
1028,9500,1,129.8,0,0,1,0,0,18,13.175,14.875,2,1,False,False,True
1029,9500,1,123.8,0,0,1,0,1,19,13.314285714285717,13.314285714285717,2,1,False,False,True
1030,9147,1,126.4,0,0,1,0,1,18,10.6,10.5,2,1,False,False,True
1031,9853,1,115.1,0,0,1,0,1,18,12.0,10.75,1,1,False,True,False
1032,9773,1,138.4,0,0,1,0,0,18,13.428571428571429,14.142857142857142,2,1,False,False,True
1033,9085,1,118.2,0,0,1,0,1,18,13.25,15.571428571428571,2,1,False,False,True
1034,9070,1,121.7,0,0,1,0,0,18,13.0,0.0,0,0,True,False,False
1035,9070,1,118.0,0,0,1,0,1,18,14.333333333333334,14.0,1,1,False,True,False
1036,9238,1,119.8,0,0,1,0,0,18,0.0,0.0,0,0,True,False,False
1037,9238,1,164.9,0,0,1,0,0,18,14.0,13.166666666666666,2,1,False,False,True
1038,9085,1,100.0,0,0,1,0,1,20,12.0,12.833333333333334,2,1,False,False,True
1039,9853,1,121.6,0,0,1,0,0,18,12.333333333333334,10.6,1,1,False,True,False
1040,9070,1,120.4,0,0,1,0,0,18,11.8,10.4,2,1,False,False,True
1041,9500,1,117.8,0,0,1,0,1,20,12.791428571428572,12.791428571428572,2,1,False,False,True
1042,9670,1,110.0,0,0,1,0,0,40,11.625,11.2,2,1,False,False,True
1043,9500,1,128.8,0,0,1,0,1,18,11.994444444444444,12.43142857142857,2,1,False,False,True
1044,9254,1,116.6,0,0,1,0,0,19,11.6,12.2,2,1,False,False,True
1045,9991,0,120.0,0,0,1,0,0,24,0.0,0.0,0,0,True,False,False
1046,9773,1,157.5,0,0,1,0,0,19,13.166666666666666,13.166666666666666,0,0,True,False,False
1047,9500,1,136.3,0,0,1,0,0,19,14.1,14.1,2,1,False,False,True
1048,9500,1,121.5,0,0,1,0,1,20,12.396666666666668,12.94285714285714,2,1,False,False,True
1049,9500,1,133.9,0,0,1,0,0,18,15.014285714285714,16.0875,2,1,False,False,True
1050,171,1,136.8,0,0,1,0,1,18,0.0,0.0,2,1,False,False,True
1051,9500,1,133.5,0,0,1,0,0,19,14.05,15.1,2,1,False,False,True
1052,9500,1,130.0,0,0,1,0,0,18,14.85,15.2,0,0,True,False,False
1053,9085,1,140.0,0,0,1,0,0,19,13.0,13.0,2,1,False,False,True
1054,9500,1,132.7,0,0,1,0,1,19,14.7875,15.8625,2,1,False,False,True
1055,9500,1,117.8,0,0,1,0,1,19,13.7,14.671428571428574,2,1,False,False,True
1056,9500,1,126.1,0,0,1,0,1,19,12.495714285714286,12.242857142857144,0,0,True,False,False
1057,9500,1,120.0,0,0,1,0,0,19,14.566666666666668,14.566666666666668,2,1,False,False,True
1058,9670,1,100.0,0,1,0,0,0,25,11.2,11.25,0,0,True,False,False
1059,9500,1,116.8,0,0,1,0,0,20,12.685714285714283,12.685714285714283,2,1,False,False,True
1060,9238,1,128.3,0,1,0,0,0,23,13.571428571428571,13.25,0,0,True,False,False
1061,9070,1,117.0,0,0,1,0,0,20,0.0,0.0,0,0,True,False,False
1062,8014,0,131.5,0,0,1,0,0,27,11.0,11.166666666666666,2,1,False,False,True
1063,9500,1,134.8,0,0,1,0,0,18,14.445,14.445,2,1,False,False,True
1064,9853,1,146.6,0,1,1,0,0,18,13.6,11.75,1,1,False,True,False
1065,8014,0,130.0,0,1,0,0,0,23,14.0,14.625,0,0,True,False,False
1066,9500,1,127.5,0,0,1,0,1,19,13.416666666666666,13.416666666666666,2,1,False,False,True
1067,9147,1,123.0,0,0,1,0,0,18,12.333333333333334,11.4,2,1,False,False,True
1068,9500,1,100.0,0,0,1,0,0,20,13.1,14.8125,2,1,False,False,True
1069,9670,1,114.2,0,0,1,0,0,18,13.2,12.8,2,1,False,False,True
1070,9500,1,123.5,0,0,1,0,1,19,14.75,14.75,2,1,False,False,True
1071,9238,1,144.3,0,0,1,0,1,19,13.142857142857142,14.333333333333334,2,1,False,False,True
1072,9853,1,142.2,0,0,1,0,0,19,12.5,12.5,1,1,False,True,False
1073,9085,1,161.9,0,0,1,0,0,18,13.75,14.857142857142858,2,1,False,False,True
1074,9238,1,135.9,0,0,1,0,0,18,12.4,13.0,2,1,False,False,True
1075,9773,1,110.1,0,0,1,0,0,18,13.333333333333334,12.0,2,1,False,False,True
1076,9853,1,122.5,0,0,0,0,0,28,11.727272727272728,12.0,0,0,True,False,False
1077,9254,1,138.1,0,0,1,0,0,19,12.5,14.0,0,0,True,False,False
1078,171,1,117.3,0,1,1,0,0,20,0.0,0.0,0,0,True,False,False
1079,9500,1,106.8,0,0,1,0,1,19,13.533333333333331,13.614285714285714,2,1,False,False,True
1080,9070,1,120.1,1,0,1,0,1,20,13.166666666666666,12.666666666666666,2,1,False,False,True
1081,9254,1,116.5,0,0,1,0,1,19,13.2,11.0,2,1,False,False,True
1082,9070,1,120.0,0,0,1,0,0,21,12.2,12.6,1,1,False,True,False
1083,9853,1,139.7,0,0,1,0,1,19,13.428571428571429,14.857142857142858,2,1,False,False,True
1084,9070,1,123.7,0,0,1,0,1,18,12.714285714285714,12.625,2,1,False,False,True
1085,9130,1,116.5,0,0,1,0,0,19,0.0,0.0,0,0,True,False,False
1086,9670,1,122.2,0,0,1,0,1,19,13.666666666666666,13.666666666666666,2,1,False,False,True
1087,9773,1,146.0,0,1,1,0,0,20,11.0,13.166666666666666,2,1,False,False,True
1088,9853,1,108.8,0,0,1,0,0,18,11.4,13.333333333333334,1,1,False,True,False
1089,171,1,133.0,0,0,1,0,0,18,0.0,0.0,1,1,False,True,False
1090,9130,1,123.8,0,0,1,0,0,18,12.0,12.0,2,1,False,False,True
1091,9773,1,120.0,0,0,1,0,0,18,0.0,0.0,0,0,True,False,False
1092,9238,1,126.9,0,0,1,0,0,18,11.0,11.666666666666666,2,1,False,False,True
1093,9773,1,121.3,0,0,1,0,0,20,12.0,11.571428571428571,0,0,True,False,False
1094,9500,1,129.0,0,0,1,0,1,19,13.308571428571428,12.55,2,1,False,False,True
1095,9853,1,114.9,0,1,0,0,0,21,13.666666666666666,10.666666666666666,0,0,True,False,False
1096,9670,1,106.5,0,1,0,0,0,20,0.0,0.0,0,0,True,False,False
1097,9254,1,133.9,0,0,1,0,0,18,12.2,11.25,2,1,False,False,True
1098,9773,1,124.9,0,0,1,0,1,20,12.666666666666666,12.833333333333334,2,1,False,False,True
1099,9500,1,128.5,0,0,1,0,1,19,14.07125,14.07125,2,1,False,False,True
1100,9085,1,126.2,0,0,1,0,0,22,14.25,13.2,0,0,True,False,False
1101,9130,1,121.7,0,0,0,0,0,22,0.0,0.0,0,0,True,False,False
1102,9853,1,120.0,0,0,1,0,0,18,12.0,10.25,1,1,False,True,False
1103,9147,1,113.2,0,0,1,0,0,21,11.166666666666666,10.571428571428571,1,1,False,True,False
1104,9238,1,120.3,0,0,1,0,0,19,13.0,11.6,2,1,False,False,True
1105,171,1,127.8,0,0,1,0,0,19,0.0,0.0,0,0,True,False,False
1106,9500,1,123.3,0,0,1,0,1,20,14.901428571428571,14.901428571428571,0,0,True,False,False
1107,9500,1,126.3,0,1,1,0,1,18,12.65,12.445555555555554,2,1,False,False,True
1108,9991,0,128.2,0,0,0,0,0,22,11.0,10.6,0,0,True,False,False
1109,9085,1,134.9,0,0,1,0,0,20,12.4,12.666666666666666,2,1,False,False,True
1110,9003,1,140.0,0,0,1,0,0,19,12.0,12.666666666666666,2,1,False,False,True
1111,9500,1,115.5,0,0,1,0,1,19,12.135714285714286,13.328571428571427,2,1,False,False,True
1112,9500,1,106.7,0,0,1,0,1,20,12.62,12.5,1,1,False,True,False
1113,9991,0,140.0,0,0,1,0,0,25,10.666666666666666,11.333333333333334,1,1,False,True,False
1114,9500,1,136.6,0,0,1,0,1,19,13.766666666666666,14.051428571428572,2,1,False,False,True
1115,9500,1,119.3,0,0,1,0,0,19,13.11625,13.11625,2,1,False,False,True
1116,9070,1,152.0,0,0,0,0,0,19,0.0,0.0,0,0,True,False,False
1117,9500,1,144.3,0,0,1,0,0,20,12.7,13.571428571428571,2,1,False,False,True
1118,9556,1,159.0,0,0,1,0,0,25,11.857142857142858,11.7,1,1,False,True,False
1119,9500,1,129.5,0,0,1,0,1,20,12.333333333333334,12.333333333333334,2,1,False,False,True
1120,9238,1,140.0,0,0,1,0,0,24,15.75,16.4,1,1,False,True,False
1121,9670,1,105.4,0,0,1,0,0,20,13.333333333333334,13.2,2,1,False,False,True
1122,9500,1,136.0,0,0,1,0,0,21,14.355555555555554,13.49375,2,1,False,False,True
1123,9003,1,160.0,0,1,1,0,1,19,13.0,13.0,2,1,False,False,True
1124,9773,1,139.1,0,0,1,0,1,19,12.833333333333334,13.5,2,1,False,False,True
1125,9670,1,126.9,0,0,1,0,1,21,13.2,13.0,2,1,False,False,True
1126,9500,1,184.0,0,0,1,0,0,28,17.005555555555556,16.582222222222224,2,1,False,False,True
1127,9238,1,125.0,0,1,0,0,1,19,10.6,11.0,2,1,False,False,True
1128,9147,1,138.5,0,0,1,0,1,18,14.0,13.6,2,1,False,False,True
1129,9500,1,133.5,0,0,1,0,1,18,12.114285714285714,12.114285714285714,2,1,False,False,True
1130,9500,1,141.5,0,0,1,0,1,18,13.05875,13.05875,2,1,False,False,True
1131,9500,1,130.0,0,0,1,0,0,22,13.285714285714286,13.285714285714286,2,1,False,False,True
1132,9147,1,131.0,0,0,1,0,0,19,11.0,10.666666666666666,1,1,False,True,False
1133,9500,1,145.0,0,0,1,0,1,18,14.071428571428571,15.1625,2,1,False,False,True
1134,9254,1,114.3,0,0,0,0,0,20,0.0,0.0,0,0,True,False,False
1135,171,1,108.3,0,0,0,0,0,26,11.25,11.0,0,0,True,False,False
1136,9070,1,125.2,0,0,1,0,1,18,14.0,13.625,2,1,False,False,True
1137,9254,1,131.7,0,0,1,0,1,21,12.166666666666666,11.666666666666666,0,0,True,False,False
1138,9500,1,126.3,0,0,1,0,0,18,13.297142857142855,13.297142857142855,2,1,False,False,True
1139,9085,1,147.6,0,0,1,0,0,20,13.923076923076923,14.25,2,1,False,False,True
1140,9500,1,125.1,0,0,1,0,0,18,13.37,12.833333333333334,2,1,False,False,True
1141,9147,1,123.8,0,0,1,0,1,19,12.4,11.0,1,1,False,True,False
1142,9670,1,130.8,0,0,1,0,0,20,15.0,13.75,0,0,True,False,False
1143,9853,1,154.1,0,1,1,0,1,18,13.333333333333334,12.571428571428571,2,1,False,False,True
1144,9147,1,122.6,0,0,1,0,1,20,12.0,12.625,1,1,False,True,False
1145,8014,0,103.5,0,0,1,0,0,22,13.4,12.2,2,1,False,False,True
1146,171,1,132.8,0,0,1,0,0,18,0.0,0.0,1,1,False,True,False
1147,9991,0,100.0,0,0,1,0,0,21,11.5,11.4,2,1,False,False,True
1148,9853,1,115.8,0,0,1,0,0,18,12.0,12.166666666666666,1,1,False,True,False
1149,9500,1,133.8,0,0,1,0,0,18,13.485714285714284,13.485714285714284,2,1,False,False,True
1150,9070,1,118.5,1,0,1,0,1,18,12.0,11.285714285714286,2,1,False,False,True
1151,171,1,150.3,0,0,1,0,0,19,0.0,0.0,0,0,True,False,False
1152,9147,1,107.8,0,0,1,0,0,19,10.333333333333334,14.428571428571429,1,1,False,True,False
1153,9500,1,127.5,0,0,1,0,0,19,12.94,13.76,1,1,False,True,False
1154,9500,1,120.5,0,0,1,0,0,19,13.258571428571427,13.258571428571427,2,1,False,False,True
1155,9147,1,117.3,0,0,1,0,0,19,12.25,12.0,1,1,False,True,False
1156,9254,1,120.6,0,0,0,0,0,19,11.666666666666666,10.0,0,0,True,False,False
1157,9254,1,118.7,0,0,1,0,1,21,13.571428571428571,12.5,2,1,False,False,True
1158,9773,1,130.8,0,0,1,0,1,20,11.8,11.833333333333334,2,1,False,False,True
1159,9147,1,112.6,0,0,1,0,1,20,14.2,13.285714285714286,2,1,False,False,True
1160,9991,0,117.2,0,0,1,0,0,41,11.0,11.8,2,1,False,False,True
1161,9500,1,130.0,0,0,1,0,0,32,13.625,12.6375,1,1,False,True,False
1162,9500,1,131.8,0,0,1,0,0,18,14.652857142857142,14.652857142857142,2,1,False,False,True
1163,8014,0,97.0,0,0,1,0,1,35,11.333333333333334,11.333333333333334,2,1,False,False,True
1164,9500,1,130.0,0,1,0,0,0,32,13.7,0.0,0,0,True,False,False
1165,8014,0,148.0,0,0,1,0,0,37,13.727272727272728,14.75,2,1,False,False,True
1166,9147,1,103.4,0,0,1,0,0,30,11.75,11.142857142857142,0,0,True,False,False
1167,9773,1,127.1,0,0,1,1,0,23,12.333333333333334,13.0,2,1,False,False,True
1168,9773,1,124.0,0,0,1,0,1,20,14.0,13.857142857142858,0,0,True,False,False
1169,9670,1,121.4,0,0,1,1,0,21,11.5,11.75,2,1,False,False,True
1170,9147,1,118.1,0,0,1,1,0,19,11.2,13.2,2,1,False,False,True
1171,9500,1,121.3,0,0,1,1,1,18,15.07,15.07,2,1,False,False,True
1172,9119,1,119.5,0,0,1,1,0,18,10.0,12.0,0,0,True,False,False
1173,9991,0,115.2,0,0,1,1,0,24,12.0,12.666666666666666,1,1,False,True,False
1174,9670,1,130.2,0,0,1,1,0,22,13.0,12.6,2,1,False,False,True
1175,9254,1,130.0,0,0,1,1,0,18,11.0,11.25,0,0,True,False,False
1176,9238,1,126.9,0,0,1,0,0,18,13.571428571428571,12.166666666666666,2,1,False,False,True
1177,9070,1,168.5,0,0,1,1,0,21,14.6,14.2,2,1,False,False,True
1178,9500,1,130.0,0,1,1,0,0,38,11.833333333333334,10.0,0,0,True,False,False
1179,9556,1,122.8,0,0,1,0,1,19,12.625,12.5125,2,1,False,False,True
1180,9500,1,110.0,0,0,1,0,0,36,11.5,12.333333333333334,0,0,True,False,False
1181,9085,1,127.1,0,0,1,0,0,18,13.25,10.5,2,1,False,False,True
1182,9500,1,108.5,0,0,1,0,0,19,12.60625,11.9,2,1,False,False,True
1183,9085,1,138.2,0,1,0,0,0,21,13.75,13.2,0,0,True,False,False
1184,9500,1,96.0,0,0,1,0,0,19,13.598333333333334,11.933333333333332,1,1,False,True,False
1185,9238,1,124.5,0,0,1,0,1,18,11.142857142857142,12.285714285714286,2,1,False,False,True
1186,9500,1,120.0,0,0,1,0,0,45,12.7,12.96818181818182,1,1,False,True,False
1187,9147,1,132.3,0,0,1,0,0,20,10.0,11.0,0,0,True,False,False
1188,9254,1,120.7,0,1,1,0,0,18,11.666666666666666,11.5,2,1,False,False,True
1189,9670,1,132.6,0,0,1,0,1,18,14.0,13.142857142857142,2,1,False,False,True
1190,9130,1,140.0,0,0,1,0,0,25,0.0,0.0,0,0,True,False,False
1191,9500,1,124.5,0,0,1,0,0,19,12.04142857142857,12.04142857142857,2,1,False,False,True
1192,171,1,142.0,0,0,1,0,1,18,0.0,0.0,2,1,False,False,True
1193,9254,1,130.0,0,0,1,0,0,39,13.76923076923077,14.583333333333334,2,1,False,False,True
1194,9003,1,144.0,0,0,1,0,0,29,15.444444444444445,15.307692307692308,2,1,False,False,True
1195,9853,1,128.5,0,0,1,0,0,18,11.5,12.714285714285714,1,1,False,True,False
1196,9070,1,140.0,0,0,0,0,0,23,10.0,0.0,0,0,True,False,False
1197,9853,1,113.9,0,0,1,0,0,21,12.25,10.333333333333334,0,0,True,False,False
1198,9238,1,137.2,0,0,0,0,0,18,14.5,15.166666666666666,2,1,False,False,True
1199,9085,1,140.0,0,0,1,0,0,23,15.571428571428571,16.375,2,1,False,False,True
1200,9130,1,152.3,0,0,1,0,0,18,15.571428571428571,14.714285714285714,2,1,False,False,True
1201,8014,0,112.5,0,0,1,0,0,32,13.8,12.166666666666666,2,1,False,False,True
1202,9147,1,101.0,0,1,0,0,0,29,10.666666666666666,14.8,0,0,True,False,False
1203,9238,1,112.3,0,1,1,0,1,20,11.6,11.75,2,1,False,False,True
1204,9238,1,114.0,0,0,0,0,0,28,13.0,0.0,0,0,True,False,False
1205,9147,1,130.0,0,0,1,0,0,27,12.0,13.625,2,1,False,False,True
1206,9500,1,121.5,0,1,1,0,0,22,12.333333333333334,12.333333333333334,2,1,False,False,True
1207,9003,1,120.0,0,1,1,0,0,37,12.875,12.9,1,1,False,True,False
1208,8014,0,130.0,0,0,0,0,0,28,11.0,0.0,0,0,True,False,False
1209,9003,1,125.7,0,1,0,0,0,43,12.25,10.5,0,0,True,False,False
1210,9556,1,128.0,0,0,0,0,0,32,0.0,0.0,0,0,True,False,False
1211,9238,1,113.2,0,0,1,0,1,20,10.75,11.5,1,1,False,True,False
1212,9500,1,120.0,0,0,1,0,1,35,13.63,13.63,2,1,False,False,True
1213,9670,1,117.8,0,0,1,0,0,21,13.0,11.5,2,1,False,False,True
1214,9500,1,121.3,0,0,1,0,1,18,13.533333333333331,12.228571428571428,1,1,False,True,False
1215,9500,1,169.7,0,0,1,0,1,18,16.9,16.37777777777778,2,1,False,False,True
1216,9238,1,117.7,0,0,1,0,0,18,12.0,12.0,2,1,False,False,True
1217,8014,0,121.8,0,0,1,0,0,22,12.5,13.285714285714286,2,1,False,False,True
1218,9500,1,128.3,0,0,1,0,0,19,12.764285714285714,12.764285714285714,2,1,False,False,True
1219,9147,1,132.2,0,0,1,0,1,18,13.75,12.166666666666666,2,1,False,False,True
1220,171,1,134.3,0,1,1,0,0,19,0.0,0.0,0,0,True,False,False
1221,9500,1,123.4,0,0,1,0,1,18,14.604285714285712,15.68333333333333,2,1,False,False,True
1222,9991,0,121.7,0,1,0,0,0,31,0.0,0.0,0,0,True,False,False
1223,8014,0,130.0,0,1,1,0,1,33,13.833333333333334,12.5,2,1,False,False,True
1224,9500,1,126.5,0,0,1,0,1,19,13.57625,13.57625,2,1,False,False,True
1225,9238,1,159.7,0,0,1,0,1,18,15.142857142857142,15.833333333333334,2,1,False,False,True
1226,9147,1,151.3,0,0,1,0,0,23,10.666666666666666,11.6,2,1,False,False,True
1227,9238,1,138.0,0,0,1,0,0,20,11.2,12.0,2,1,False,False,True
1228,9500,1,126.5,0,0,1,0,0,18,13.76375,13.76375,2,1,False,False,True
1229,9085,1,140.0,0,1,1,0,0,21,13.25,12.2,1,1,False,True,False
1230,9238,1,112.3,0,0,1,0,1,22,10.714285714285714,12.2,2,1,False,False,True
